years_interp,seconds_interp,seconds_zero,sunspots_interp
1813.5958904109557,57193559999.9999,3566591999.999901,20.5780821917715
1813.7054794520516,57197015999.9999,3570047999.999901,20.895890410949573
1813.8150684931475,57200471999.9999,3573503999.999901,21.213698630127645
1813.9246575342434,57203927999.9999,3576959999.999901,21.53150684930572
1814.0342465753392,57207383999.9999,3580415999.999901,21.849315068483794
1814.1438356164351,57210839999.9999,3583871999.999901,22.167123287661866
1814.253424657531,57214295999.9999,3587327999.999901,22.48493150683994
1814.363013698627,57217751999.9999,3590783999.999901,22.80273972601801
1814.4726027397228,57221207999.9999,3594239999.999901,23.120547945196083
1814.5821917808187,57224663999.9999,3597695999.999901,26.142465753308578
1814.6917808219146,57228119999.9999,3601151999.999901,30.06575342454134
1814.8013698630104,57231575999.9999,3604607999.999901,33.98904109577411
1814.9109589041063,57235031999.9999,3608063999.999901,37.91232876700687
1815.0205479452022,57238487999.9999,3611519999.999901,41.83561643823964
1815.130136986298,57241943999.9999,3614975999.999901,45.758904109472404
1815.239726027394,57245399999.9999,3618431999.999901,49.68219178070517
1815.34931506849,57248855999.9999,3621887999.999901,53.60547945193793
1815.4589041095858,57252311999.9999,3625343999.999901,57.528767123170695
1815.5684931506817,57255767999.9999,3628799999.999901,60.184931506792736
1815.6780821917775,57259223999.9999,3632255999.999901,62.080821917751585
1815.7876712328734,57262679999.9999,3635711999.999901,63.976712328710434
1815.8972602739693,57266135999.9999,3639167999.999901,65.87260273966929
1816.0068493150652,57269591999.9999,3642623999.999901,67.76849315062813
1816.116438356161,57273047999.9999,3646079999.999901,69.66438356158699
1816.226027397257,57276503999.9999,3649535999.999901,71.56027397254584
1816.3356164383529,57279959999.9999,3652991999.999901,73.45616438350469
1816.4452054794488,57283415999.9999,3656447999.999901,75.35205479446353
1816.5547945205446,57286871999.9999,3659903999.999901,75.86164383564282
1816.6643835616405,57290327999.9999,3663359999.999901,74.98493150687572
1816.7739726027364,57293783999.9999,3666815999.999901,74.10821917810863
1816.8835616438323,57297239999.9999,3670271999.999901,73.23150684934153
1816.9931506849282,57300695999.9999,3673727999.999901,72.35479452057443
1817.102739726024,57304151999.9999,3677183999.999901,71.47808219180733
1817.21232876712,57307607999.9999,3680639999.999901,70.60136986304023
1817.3219178082159,57311063999.9999,3684095999.999901,69.72465753427313
1817.4315068493117,57314519999.9999,3687551999.999901,68.84794520550604
1817.5410958904076,57317975999.9999,3691007999.999901,67.66712328772246
1817.6506849315035,57321431999.9999,3694463999.999901,65.9794520548458
1817.7602739725994,57324887999.9999,3697919999.999901,64.29178082196913
1817.8698630136953,57328343999.9999,3701375999.999901,62.60410958909247
1817.9794520547912,57331799999.9999,3704831999.999901,60.9164383562158
1818.089041095887,57335255999.9999,3708287999.999901,59.22876712333914
1818.198630136983,57338711999.9999,3711743999.999901,57.54109589046247
1818.3082191780788,57342167999.9999,3715199999.999901,55.853424657585805
1818.4178082191747,57345623999.99989,3718655999.999893,54.165753424709145
1818.5273972602706,57349079999.99989,3722111999.999893,52.505479452103096
1818.6369863013665,57352535999.99989,3725567999.999893,50.92739726032232
1818.7465753424624,57355991999.99989,3729023999.999893,49.34931506854154
1818.8561643835583,57359447999.99989,3732479999.999893,47.77123287676077
1818.9657534246542,57362903999.99989,3735935999.999893,46.19315068497999
1819.07534246575,57366359999.99989,3739391999.999893,44.61506849319922
1819.184931506846,57369815999.99989,3742847999.999893,43.03698630141844
1819.2945205479418,57373271999.99989,3746303999.999893,41.45890410963766
1819.4041095890377,57376727999.99989,3749759999.999893,39.880821917856885
1819.5136986301336,57380183999.99989,3753215999.999893,38.304109589089464
1819.6232876712295,57383639999.99989,3756671999.999893,36.73698630141828
1819.7328767123254,57387095999.99989,3760127999.999893,35.16986301374709
1819.8424657534213,57390551999.99989,3763583999.999893,33.6027397260759
1819.9520547945172,57394007999.99989,3767039999.999893,32.035616438404716
1820.061643835613,57397463999.99989,3770495999.999893,30.468493150733522
